sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
11048435	420659504001	1	18200	41.1741912	-79.0896028
11048436	420659504001	1	59200	41.1681508	-79.0714168
11048437	420659504001	1	103000	41.1759353	-79.0891385
11048438	420659504001	1	26950	41.1709434	-79.0787621
11048439	420659504001	1	40000	41.1670034	-79.0643029
11048440	420659504001	1	390000	41.1732972	-79.0851207
11048441	420659504001	1	123000	41.1673764	-79.0724645
11048442	420659504001	1	46400	41.1703177	-79.0797839
11048443	420659504001	1	23000	41.1712707	-79.0831115
11048444	420659504001	1	26200	41.1708948	-79.0848299
11048445	420659504001	1	52800	41.1697088	-79.0676504
11048446	420659504001	1	278000	41.1713257	-79.0676917
11048447	420659504001	1	40420	41.1756290	-79.0887162
11048448	420659504001	1	20650	41.1712482	-79.0702663
11048449	420659504001	1	32000	41.1759442	-79.0896983
11048450	420659504001	1	37000	41.1720046	-79.0837485
11048451	420659504001	1	42100	41.1711501	-79.0764917
11048452	420659504001	1	58000	41.1740615	-79.0865767
11048453	420659504001	1	33000	41.1711782	-79.0676265
11048454	420659504001	1	9000	41.1708504	-79.0696006
11048455	420659504001	1	93000	41.1712283	-79.0652117
11048456	420659504001	1	32400	41.1768862	-79.0909787
11048457	420659504001	1	60200	41.1755198	-79.0906146
11048458	420659504001	1	68000	41.1703846	-79.0750212
11048459	420659504001	1	55500	41.1735489	-79.0861261
11048460	420659504001	1	34000	41.1745760	-79.0871345
11048461	420659504001	1	30600	41.1744805	-79.0889535
11048462	420659504001	1	20400	41.1774400	-79.0921509
11048463	420659504001	1	21500	41.1749615	-79.0880261
11048464	420659504001	1	91500	41.1732567	-79.0831761
11048465	420659504001	1	31500	41.1709801	-79.0734899
11048466	420659504001	1	58000	41.1741030	-79.0856938
11048467	420659504001	1	220000	41.1773725	-79.0903985
11048468	420659504001	1	48200	41.1610972	-79.0722459
11048469	420659504001	1	66700	41.1603000	-79.0694607
11048470	420659504001	1	93530	41.1618377	-79.0683646
11048471	420659504001	1	75060	41.1708730	-79.0636236
11048472	420659504001	1	80000	41.1614368	-79.0721651
11048473	420659504001	1	16020	41.1750684	-79.0921347
11048474	420659504001	1	30200	41.1604100	-79.0696565
11048475	420659504001	1	64600	41.1749519	-79.0922274
11048476	420659504001	1	143840	41.1751195	-79.0918578
11048477	420659504001	1	19000	41.1752722	-79.0924745
11048478	420659504001	1	62000	41.1752098	-79.0927543
11048479	420659504001	1	30300	41.1610917	-79.0668944
11048480	420659504001	1	130000	41.1758427	-79.0919677
11048481	420659504001	1	54000	41.1617656	-79.0720822
11048482	420659504001	1	14850	41.1618376	-79.0726756
11048483	420659504001	1	27900	41.1614879	-79.0728286
11048484	420659504001	1	186000	41.1754648	-79.0918379
11048485	420659504001	1	39670	41.1762430	-79.0926727
11048486	420659504001	1	32800	41.1760613	-79.0919521
11048487	420659504001	1	134300	41.1597346	-79.0728071
11048488	420659504001	1	42500	41.1705580	-79.0719845
11048489	420659504001	1	1200	41.1759649	-79.0925488
11048490	420659504001	1	52600	41.1698834	-79.0712717
11048491	420659504001	1	92100	41.1701858	-79.0710798
11048492	420659504001	1	26100	41.1703596	-79.0719726
11048493	420659504001	1	17000	41.1702918	-79.0715123
11048494	420659504001	1	65900	41.1640078	-79.0647638
11048495	420659504001	1	28400	41.1615968	-79.0692223
11048496	420659504001	1	19140	41.1617981	-79.0691320
11048497	420659504001	1	15600	41.1615085	-79.0692593
11048498	420659504001	1	7700	41.1618584	-79.0648975
11048499	420659504001	1	79200	41.1621213	-79.0647072
11048500	420659504001	1	37800	41.1620398	-79.0644453
11048501	420659504001	1	42600	41.1627154	-79.0647404
11048502	420659504001	1	116800	41.1640117	-79.0643721
11048503	420659504001	1	0	41.1642153	-79.0640405
11048504	420659504001	1	40100	41.1703933	-79.0714849
11048505	420659504001	1	91900	41.1748202	-79.0919840
11048506	420659504001	1	60000	41.1751678	-79.0919678
11048507	420659504001	1	36900	41.1753695	-79.0928395
11048508	420659504001	1	23500	41.1604439	-79.0692958
11048509	420659504001	1	49200	41.1617147	-79.0726158
11048510	420659504001	1	107340	41.1761453	-79.0916614
11048511	420659504001	1	8400	41.1616721	-79.0722379
11048512	420659504001	1	15000	41.1750722	-79.0920242
11048513	420659504001	1	22800	41.1618105	-79.0725694
11048514	420659504001	1	34400	41.1752573	-79.0926735
11048515	420659504001	1	155500	41.1613179	-79.0727832
11048516	420659504001	1	340	41.1762150	-79.0926755
11048517	420659504001	1	9100	41.1611706	-79.0725364
11048518	420659504001	1	14000	41.1755838	-79.0922113
11048519	420659504001	1	43700	41.1701656	-79.0720591
11048520	420659504001	1	43800	41.1757577	-79.0926810
11048521	420659504001	6	230000	41.1755626	-79.0918190
11048522	420659504002	1	34500	41.1606158	-79.0792544
11048523	420659504002	1	5500	41.1604931	-79.0786439
11048524	420659504002	1	24200	41.1607286	-79.0782390
11048525	420659504002	1	12500	41.1603156	-79.0784936
11048526	420659504002	1	61000	41.1612315	-79.0780809
11048527	420659504002	1	375600	41.1614622	-79.0780703
11048528	420659504002	1	97050	41.1610264	-79.0789424
11048529	420659504002	1	2540	41.1612581	-79.0787076
11048530	420659504002	1	80000	41.1617806	-79.0786851
11048531	420659504002	1	304600	41.1603960	-79.0792235
11048532	420659504002	1	9000	41.1611015	-79.0792727
11048533	420659504002	1	40000	41.1614598	-79.0783796
11048534	420659504002	1	53050	41.1613367	-79.0789630
11048535	420659504002	1	11500	41.1675728	-79.0830046
11048536	420659504002	1	220000	41.1657280	-79.0802732
11048537	420659504002	1	23500	41.1617556	-79.0804223
11048538	420659504002	1	58000	41.1612685	-79.0792662
11048539	420659504002	1	12460	41.1613186	-79.0792141
11048540	420659504002	1	6600	41.1610083	-79.0783130
11048541	420659504002	1	9200	41.1617470	-79.0808009
11048542	420659504002	1	13860	41.1614158	-79.0806895
11048543	420659504002	1	182200	41.1612719	-79.0812667
11048544	420659504002	1	18400	41.1660052	-79.0803471
11048545	420659504002	1	29260	41.1614889	-79.0814475
11048546	420659504002	1	56510	41.1615688	-79.0814742
11048547	420659504002	1	47500	41.1618666	-79.0806259
11048548	420659504002	1	220000	41.1661801	-79.0804510
11048549	420659504002	1	7120	41.1612859	-79.0807829
11048550	420659504002	1	45000	41.1615849	-79.0808113
11048551	420659504002	1	15500	41.1676844	-79.0826487
11048552	420659504002	1	255590	41.1674308	-79.0792276
11048553	420659504002	1	104800	41.1661491	-79.0801503
11048554	420659504002	1	24000	41.1658893	-79.0797112
11048555	420659504002	1	66500	41.1662931	-79.0801506
11048556	420659504002	1	22520	41.1678753	-79.0799158
11048557	420659504002	1	73600	41.1656710	-79.0796507
11048558	420659504002	1	36000	41.1657168	-79.0795877
11048559	420659504002	1	46150	41.1671071	-79.0831518
11048560	420659504002	1	29560	41.1678916	-79.0792059
11048561	420659504002	1	50000	41.1682535	-79.0797665
11048562	420659504002	1	30400	41.1682415	-79.0794634
11048563	420659504002	1	31400	41.1680929	-79.0862228
11048564	420659504002	1	25700	41.1678530	-79.0798328
11048565	420659504002	1	9600	41.1681315	-79.0791224
11048566	420659504002	1	66500	41.1652541	-79.0799468
11048567	420659504002	1	116100	41.1675936	-79.0828918
11048568	420659504002	1	45000	41.1674839	-79.0828774
11048569	420659504002	1	42500	41.1672179	-79.0832647
11048570	420659504002	1	103000	41.1650645	-79.0801517
11048571	420659504002	1	30600	41.1648105	-79.0807662
11048572	420659504002	1	70000	41.1648842	-79.0799783
11048573	420659504002	1	27000	41.1612982	-79.0828637
11048574	420659504002	1	20000	41.1648766	-79.0797704
11048575	420659504002	1	100180	41.1652103	-79.0800575
11048576	420659504002	1	33600	41.1609004	-79.0821388
11048577	420659504002	1	6000	41.1608926	-79.0828329
11048578	420659504002	1	5400	41.1650364	-79.0801778
11048579	420659504002	1	25000	41.1654769	-79.0797386
11048580	420659504002	1	22800	41.1616079	-79.0791370
11048581	420659504002	1	212100	41.1649648	-79.0806441
11048582	420659504002	1	15600	41.1608035	-79.0803670
11048583	420659504002	1	30400	41.1616224	-79.0788864
11048584	420659504002	1	36000	41.1608561	-79.0802151
11048585	420659504002	1	11010	41.1610722	-79.0804201
11048586	420659504002	1	30600	41.1605347	-79.0802704
11048587	420659504002	1	30000	41.1608067	-79.0803890
11048588	420659504002	1	38900	41.1614302	-79.0792067
11048589	420659504002	1	78000	41.1606431	-79.0788440
11048590	420659504002	1	26200	41.1608619	-79.0814970
11048591	420659504002	1	78500	41.1609804	-79.0802905
11048592	420659504002	1	15400	41.1606243	-79.0808823
11048593	420659504002	1	68000	41.1607608	-79.0809179
11048594	420659504002	1	35800	41.1607983	-79.0817422
11048595	420659504002	1	199000	41.1611904	-79.0812309
11048596	420659504002	1	17500	41.1609931	-79.0789431
11048597	420659504002	1	45700	41.1604789	-79.0790863
11048598	420659504002	1	35700	41.1607670	-79.0784152
11048599	420659504002	1	25400	41.1605977	-79.0791212
11048600	420659504002	1	28100	41.1609342	-79.0785459
11048601	420659504002	1	23800	41.1605105	-79.0787649
11048602	420659504002	1	70120	41.1606543	-79.0793731
11048603	420659504002	1	68000	41.1647361	-79.0798134
11048604	420659504002	1	80300	41.1682736	-79.0798176
11048605	420659504002	1	20600	41.1613970	-79.0813114
11048606	420659504002	1	41100	41.1616402	-79.0785362
11048607	420659504002	1	34600	41.1611241	-79.0783163
11048608	420659504002	1	30600	41.1609211	-79.0787721
11048609	420659504002	1	24000	41.1613825	-79.0789670
11048610	420659504002	1	99000	41.1615047	-79.0790939
11048611	420659504002	1	181200	41.1612603	-79.0790138
11048612	420659504002	1	108620	41.1614185	-79.0809322
11048613	420659504002	1	80300	41.1618124	-79.0806868
11048614	420659504002	1	17500	41.1611827	-79.0805744
11048615	420659504002	1	52000	41.1617891	-79.0813130
11048616	420659504002	1	48000	41.1616813	-79.0809881
11048617	420659504002	1	152800	41.1616437	-79.0809174
11048618	420659504002	1	66000	41.1613217	-79.0814117
11048619	420659504002	1	68000	41.1679555	-79.0798911
11048620	420659504002	1	2500	41.1657742	-79.0804065
11048621	420659504002	1	59000	41.1663274	-79.0796487
11048622	420659504002	1	33600	41.1615117	-79.0806798
11048623	420659504002	1	36400	41.1664082	-79.0794578
11048624	420659504002	1	47500	41.1663646	-79.0803438
11048625	420659504002	1	80800	41.1660641	-79.0801149
11048626	420659504002	1	2500	41.1661571	-79.0800469
11048627	420659504002	1	91000	41.1682758	-79.0796508
11048628	420659504002	1	30600	41.1681281	-79.0791612
11048629	420659504002	1	25000	41.1657120	-79.0799236
11048630	420659504002	1	100000	41.1663780	-79.0802708
11048631	420659504002	1	105100	41.1681954	-79.0795702
11048632	420659504002	1	108000	41.1676379	-79.0795232
11048633	420659504002	1	101900	41.1680620	-79.0795768
11048634	420659504002	1	17400	41.1652202	-79.0805444
11048635	420659504002	1	72000	41.1675469	-79.0834657
11048636	420659504002	1	28000	41.1682362	-79.0861354
11048637	420659504002	1	67000	41.1676381	-79.0830565
11048638	420659504002	1	22500	41.1678077	-79.0830312
11048639	420659504002	1	89700	41.1679744	-79.0862760
11048640	420659504002	1	30200	41.1669432	-79.0830112
11048641	420659504002	1	42200	41.1655126	-79.0797288
11048642	420659504002	1	66000	41.1674519	-79.0827220
11048643	420659504002	1	27000	41.1676955	-79.0828621
11048644	420659504002	1	75800	41.1603645	-79.0789940
11048645	420659504002	1	62000	41.1608044	-79.0788971
11048646	420659504002	1	21150	41.1621029	-79.0796243
11048647	420659504002	1	25000	41.1616743	-79.0803072
11048648	420659504002	1	65000	41.1703844	-79.0860843
11048649	420659504002	1	29600	41.1660441	-79.0825659
11048650	420659504002	1	109500	41.1608980	-79.0819288
11048651	420659504002	1	18900	41.1610992	-79.0827687
11048652	420659504002	1	147800	41.1611598	-79.0821576
11048653	420659504002	1	106000	41.1615883	-79.0797039
11048654	420659504002	1	8500	41.1614129	-79.0827055
11048655	420659504002	1	25200	41.1689982	-79.0823517
11048656	420659504002	1	19510	41.1694861	-79.0831331
11048657	420659504002	1	28100	41.1614435	-79.0834120
11048658	420659504002	1	49000	41.1614283	-79.0829091
11048659	420659504002	1	32100	41.1691297	-79.0825780
11048660	420659504002	1	24100	41.1687707	-79.0825926
11048661	420659504002	1	12000	41.1695946	-79.0829406
11048662	420659504002	1	49000	41.1660530	-79.0825712
11048663	420659504002	1	103000	41.1656811	-79.0821075
11048664	420659504002	1	48500	41.1696673	-79.0843737
11048665	420659504002	1	27000	41.1614204	-79.0803348
11048666	420659504002	1	55990	41.1618436	-79.0801716
11048667	420659504002	1	84700	41.1617852	-79.0793828
11048668	420659504002	1	41100	41.1691625	-79.0846729
11048669	420659504002	1	22000	41.1603157	-79.0777765
11048670	420659504002	1	27000	41.1691325	-79.0840317
11048671	420659504002	1	82600	41.1655934	-79.0826535
11048672	420659504002	1	10600	41.1660987	-79.0834840
11048673	420659504002	1	31300	41.1691598	-79.0836482
11048674	420659504002	1	82600	41.1667294	-79.0835095
11048675	420659504002	1	17000	41.1654567	-79.0825368
11048676	420659504002	1	88400	41.1666964	-79.0836473
11048677	420659504002	1	90000	41.1664931	-79.0833126
11048678	420659504002	1	82000	41.1661671	-79.0818859
11048679	420659504002	1	25000	41.1616652	-79.0833914
11048680	420659504002	1	22000	41.1650126	-79.0829500
11048681	420659504002	1	113900	41.1658275	-79.0819470
11048682	420659504002	1	19900	41.1643383	-79.0824895
11048683	420659504002	1	123000	41.1622604	-79.0829161
11048684	420659504002	1	60800	41.1643230	-79.0833313
11048685	420659504002	1	65000	41.1646568	-79.0829787
11048686	420659504002	1	104800	41.1666485	-79.0817914
11048687	420659504002	1	51360	41.1636897	-79.0790962
11048688	420659504002	1	18000	41.1617025	-79.0833784
11048689	420659504002	1	10600	41.1615500	-79.0832941
11048690	420659504002	1	9800	41.1643787	-79.0792200
11048691	420659504002	1	312000	41.1640847	-79.0790276
11048692	420659504002	1	51000	41.1641310	-79.0788288
11048693	420659504002	1	70000	41.1676127	-79.0783917
11048694	420659504002	1	31000	41.1621413	-79.0782158
11048695	420659504002	1	19200	41.1689870	-79.0811719
11048696	420659504002	1	30000	41.1694547	-79.0862162
11048697	420659504002	1	155000	41.1642542	-79.0813608
11048698	420659504002	1	15300	41.1645635	-79.0817071
11048699	420659504002	1	6000	41.1644593	-79.0821399
11048700	420659504002	1	42000	41.1698269	-79.0861417
11048701	420659504002	1	73100	41.1643966	-79.0810319
11048702	420659504002	1	141300	41.1696736	-79.0867641
11048703	420659504002	1	20000	41.1690402	-79.0820327
11048704	420659504002	1	187600	41.1691174	-79.0849136
11048705	420659504002	1	4400	41.1694628	-79.0860859
11048706	420659504002	1	71000	41.1694479	-79.0854115
11048707	420659504002	1	90400	41.1693254	-79.0820394
11048708	420659504002	1	14700	41.1691829	-79.0846984
11048709	420659504002	1	13000	41.1697279	-79.0846587
11048710	420659504002	1	29500	41.1621564	-79.0780156
11048711	420659504002	1	17500	41.1681774	-79.0802057
11048712	420659504002	1	63000	41.1685646	-79.0827687
11048713	420659504002	1	75800	41.1687856	-79.0816139
11048714	420659504002	1	32000	41.1684360	-79.0834520
11048715	420659504002	1	7500	41.1676297	-79.0812546
11048716	420659504002	1	75000	41.1683305	-79.0825413
11048717	420659504002	1	99000	41.1679696	-79.0833026
11048718	420659504002	1	13300	41.1618891	-79.0784172
11048719	420659504002	1	55300	41.1675757	-79.0812895
11048720	420659504002	1	0	41.1681288	-79.0808201
11048721	420659504002	1	25600	41.1682169	-79.0810598
11048722	420659504002	1	43700	41.1669033	-79.0804233
11048723	420659504002	1	125000	41.1666645	-79.0805691
11048724	420659504002	1	24400	41.1673765	-79.0811737
11048725	420659504002	1	20400	41.1672234	-79.0783060
11048726	420659504002	1	40200	41.1624203	-79.0809123
11048727	420659504002	1	136000	41.1610206	-79.0771264
11048728	420659504002	1	15600	41.1668445	-79.0791452
11048729	420659504002	1	46300	41.1624844	-79.0780515
11048730	420659504002	1	390000	41.1674004	-79.0800848
11048731	420659504002	1	148200	41.1608719	-79.0779778
11048732	420659504002	1	90240	41.1666101	-79.0796570
11048733	420659504002	1	17100	41.1614239	-79.0777538
11048734	420659504002	1	42000	41.1639773	-79.0817644
11048735	420659504002	1	133000	41.1658698	-79.0812945
11048736	420659504002	1	13300	41.1662133	-79.0805978
11048737	420659504002	1	16020	41.1664530	-79.0816277
11048738	420659504002	1	390000	41.1639346	-79.0822193
11048739	420659504002	1	20900	41.1666641	-79.0790447
11048740	420659504002	1	44100	41.1672592	-79.0789330
11048741	420659504002	1	8000	41.1671904	-79.0822559
11048742	420659504002	1	31700	41.1685322	-79.0816274
11048743	420659504002	1	30000	41.1624151	-79.0819573
11048744	420659504002	1	22200	41.1625060	-79.0807690
11048745	420659504002	1	20200	41.1631696	-79.0824119
11048746	420659504002	1	30000	41.1683723	-79.0814141
11048747	420659504002	1	20400	41.1630522	-79.0836067
11048748	420659504002	1	90600	41.1626913	-79.0832967
11048749	420659504002	1	63000	41.1669195	-79.0823451
11048750	420659504002	1	62000	41.1673549	-79.0845311
11048751	420659504002	1	30000	41.1687533	-79.0869087
11048752	420659504002	1	0	41.1690146	-79.0862346
11048753	420659504002	1	27500	41.1621628	-79.0820184
11048754	420659504002	1	63000	41.1676450	-79.0843740
11048755	420659504002	1	33000	41.1613830	-79.0823204
11048756	420659504002	1	29000	41.1672903	-79.0768146
11048757	420659504002	1	25400	41.1654681	-79.0794091
11048758	420659504002	1	86000	41.1688847	-79.0799831
11048759	420659504002	1	47000	41.1620242	-79.0760860
11048760	420659504002	1	23500	41.1618913	-79.0791550
11048761	420659504002	1	64004	41.1642797	-79.0809800
11048762	420659504002	1	59200	41.1647175	-79.0804760
11048763	420659504002	1	25200	41.1634477	-79.0806286
11048764	420659504002	1	85000	41.1629765	-79.0805244
11048765	420659504002	1	76200	41.1653302	-79.0791047
11048766	420659504002	1	27000	41.1666745	-79.0841044
11048767	420659504002	1	17900	41.1636780	-79.0823878
11048768	420659504002	1	9100	41.1688559	-79.0804199
11048769	420659504002	1	152800	41.1632856	-79.0828737
11048770	420659504002	1	43800	41.1660092	-79.0847723
11048771	420659504002	1	70000	41.1676283	-79.0860769
11048772	420659504002	1	15900	41.1676491	-79.0861653
11048773	420659504002	1	12000	41.1620175	-79.0776654
11048774	420659504002	1	28700	41.1685119	-79.0852139
11048775	420659504002	1	31000	41.1665294	-79.0848697
11048776	420659504002	1	8000	41.1684878	-79.0854280
11048777	420659504002	1	69100	41.1624709	-79.0774272
11048778	420659504002	1	70000	41.1681472	-79.0837194
11048779	420659504002	1	16100	41.1684966	-79.0836812
11048780	420659504002	1	6000	41.1637523	-79.0778618
11048781	420659504002	1	17490	41.1627892	-79.0787829
11048782	420659504002	1	182100	41.1675262	-79.0755496
11048783	420659504002	1	12000	41.1655949	-79.0793397
11048784	420659504002	1	16000	41.1700244	-79.0875735
11048785	420659504002	1	49000	41.1659005	-79.0772772
11048786	420659504002	1	47500	41.1666568	-79.0779075
11048787	420659504002	1	75000	41.1630532	-79.0790721
11048788	420659504002	1	16200	41.1639563	-79.0768148
11048789	420659504002	1	14200	41.1648362	-79.0765459
11048790	420659504002	1	67800	41.1648401	-79.0778236
11048791	420659504002	1	8300	41.1658680	-79.0760253
11048792	420659504002	1	38700	41.1630446	-79.0765819
11048793	420659504002	1	107100	41.1664935	-79.0756861
11048794	420659504002	1	83000	41.1604782	-79.0786774
11048795	420659504002	1	39000	41.1606151	-79.0809507
11048796	420659504002	1	11450	41.1611277	-79.0816770
11048797	420659504002	1	18000	41.1607839	-79.0813188
11048798	420659504002	1	5200	41.1609663	-79.0795270
11048799	420659504002	1	15900	41.1626166	-79.0763312
11048800	420659504002	1	30600	41.1607029	-79.0795225
11048801	420659504002	1	82600	41.1609896	-79.0801869
11048802	420659504002	1	33000	41.1609590	-79.0803872
11048803	420659504002	1	17900	41.1608847	-79.0795486
11048804	420659504002	1	17500	41.1606828	-79.0801938
11048805	420659504002	1	12800	41.1607410	-79.0796562
11048806	420659504002	1	52000	41.1606608	-79.0795009
11048807	420659504002	1	16000	41.1606328	-79.0794804
11048808	420659504002	1	20500	41.1610525	-79.0816739
11048809	420659504002	1	11700	41.1610072	-79.0807312
11048810	420659504002	1	35200	41.1607197	-79.0796605
11048811	420659504002	1	48770	41.1606421	-79.0809820
11048812	420659504003	1	76500	41.1635243	-79.0885769
11048813	420659504003	1	19400	41.1717474	-79.1000954
11048814	420659504003	1	25300	41.1637903	-79.0920805
11048815	420659504003	1	48000	41.1641162	-79.0858262
11048816	420659504003	9	36600	41.1644210	-79.0848714
11048817	420659504003	1	103000	41.1649136	-79.0848138
11048818	420659504003	1	110000	41.1608806	-79.0889325
11048819	420659504003	1	88200	41.1649514	-79.0855227
11048820	420659504003	1	77400	41.1611375	-79.0885768
11048821	420659504003	6	230000	41.1608302	-79.0891040
11048822	420659504003	1	65000	41.1653064	-79.0845585
11048823	420659504003	1	12000	41.1648550	-79.0855933
11048824	420659504003	1	80300	41.1609207	-79.0888287
11048825	420659504003	1	11500	41.1611190	-79.0880657
11048826	420659504003	1	39200	41.1610409	-79.0883639
11048827	420659504003	1	212800	41.1649593	-79.0853161
11048828	420659504003	1	41500	41.1652718	-79.0847581
11048829	420659504003	1	30000	41.1644649	-79.0850194
11048830	420659504003	1	53800	41.1650458	-79.0852999
11048831	420659504003	1	64500	41.1652776	-79.0844155
11048832	420659504003	1	20404	41.1648745	-79.0846225
11048833	420659504003	1	40000	41.1645968	-79.0855921
11048834	420659504003	1	79050	41.1648406	-79.0857010
11048835	420659504003	6	398000	41.1650152	-79.0845504
11048836	420659504003	1	104100	41.1646735	-79.0853547
11048837	420659504003	1	163000	41.1636960	-79.0907565
11048838	420659504003	1	60000	41.1621279	-79.0896918
11048839	420659504003	1	51000	41.1641391	-79.0836050
11048840	420659504003	1	22800	41.1645471	-79.0882226
11048841	420659504003	1	12000	41.1646158	-79.0836818
11048842	420659504003	1	57000	41.1643160	-79.0856998
11048843	420659504003	1	59900	41.1638060	-79.0853657
11048844	420659504003	1	32800	41.1641797	-79.0847817
11048845	420659504003	1	23100	41.1637118	-79.0853013
11048846	420659504003	9	10800	41.1641916	-79.0856080
11048847	420659504003	1	19000	41.1648182	-79.0837486
11048848	420659504003	1	24100	41.1636218	-79.0850475
11048849	420659504003	1	35000	41.1637628	-79.0857511
11048850	420659504003	1	11310	41.1636869	-79.0851219
11048851	420659504003	1	25000	41.1645660	-79.0840518
11048852	420659504003	1	20000	41.1643641	-79.0854610
11048853	420659504003	1	39000	41.1641787	-79.0854176
11048854	420659504003	1	16500	41.1641740	-79.0881632
11048855	420659504003	1	292000	41.1645995	-79.0842466
11048856	420659504003	1	47100	41.1646293	-79.0845456
11048857	420659504003	1	47000	41.1648407	-79.0843775
11048858	420659504003	1	32400	41.1645077	-79.0841706
11048859	420659504003	1	38700	41.1644377	-79.0844433
11048860	420659504003	1	17000	41.1647212	-79.0834402
11048861	420659504003	1	20700	41.1644469	-79.0840181
11048862	420659504003	1	60280	41.1643899	-79.0878931
11048863	420659504003	1	38000	41.1746956	-79.0923865
11048864	420659504003	1	14300	41.1646879	-79.0835732
11048865	420659504003	1	375600	41.1648096	-79.0840440
11048866	420659504003	1	36300	41.1746608	-79.0924628
11048867	420659504003	1	65800	41.1749321	-79.0923941
11048868	420659504003	1	20800	41.1747330	-79.0928031
11048869	420659504003	1	18200	41.1638207	-79.0838824
11048870	420659504003	1	15500	41.1747769	-79.0931333
11048871	420659504003	1	52300	41.1630493	-79.0878891
11048872	420659504003	1	22900	41.1643591	-79.0877769
11048873	420659504003	1	93500	41.1640817	-79.0879265
11048874	420659504003	9	37300	41.1644375	-79.0874382
11048875	420659504003	1	46700	41.1636579	-79.0884576
11048876	420659504003	1	11300	41.1647012	-79.0881082
11048877	420659504003	1	37200	41.1637161	-79.0884339
11048878	420659504003	1	22200	41.1751758	-79.0936201
11048879	420659504003	1	66500	41.1635197	-79.0881245
11048880	420659504003	1	82400	41.1631432	-79.0878558
11048881	420659504003	6	230000	41.1637896	-79.0878503
11048882	420659504003	1	89000	41.1754648	-79.0939196
11048883	420659504003	1	30000	41.1637341	-79.0874475
11048884	420659504003	1	65900	41.1749386	-79.0934845
11048885	420659504003	1	182200	41.1635815	-79.0839038
11048886	420659504003	1	68510	41.1614474	-79.0899857
11048887	420659504003	1	50000	41.1680697	-79.0871519
11048888	420659504003	1	137000	41.1750947	-79.0940455
11048889	420659504003	1	36000	41.1676246	-79.0867029
11048890	420659504003	1	36600	41.1682462	-79.0870813
11048891	420659504003	1	27900	41.1675485	-79.0864029
11048892	420659504003	1	24000	41.1679169	-79.0870989
11048893	420659504003	1	94000	41.1638587	-79.0844040
11048894	420659504003	1	125000	41.1610039	-79.0898199
11048895	420659504003	1	31800	41.1611073	-79.0901088
11048896	420659504003	1	30001	41.1610092	-79.0891663
11048897	420659504003	1	10260	41.1611696	-79.0837718
11048898	420659504003	6	230000	41.1608746	-79.0891521
11048899	420659504003	1	40200	41.1612929	-79.0900349
11048900	420659504003	1	32500	41.1617060	-79.0895703
11048901	420659504003	1	12460	41.1648173	-79.0972853
11048902	420659504003	1	39000	41.1626678	-79.0845476
11048903	420659504003	1	31500	41.1647460	-79.0940006
11048904	420659504003	9	9900	41.1639767	-79.0865300
11048905	420659504003	1	22200	41.1634311	-79.0836345
11048906	420659504003	1	112000	41.1642888	-79.0864868
11048907	420659504003	1	7720	41.1641707	-79.0861660
11048908	420659504003	1	40200	41.1642516	-79.0870255
11048909	420659504003	1	18000	41.1639338	-79.0869558
11048910	420659504003	1	11500	41.1629650	-79.0847701
11048911	420659504003	1	65000	41.1644830	-79.0932241
11048912	420659504003	1	17500	41.1641755	-79.0935987
11048913	420659504003	9	115000	41.1643017	-79.0942541
11048914	420659504003	1	10200	41.1628918	-79.0841373
11048915	420659504003	9	9200	41.1610077	-79.0903757
11048916	420659504003	1	10000	41.1613826	-79.0903621
11048917	420659504003	1	33500	41.1609805	-79.0845861
11048918	420659504003	1	134300	41.1632154	-79.0969562
11048919	420659504003	1	20640	41.1737566	-79.0920382
11048920	420659504003	1	10800	41.1631212	-79.0841941
11048921	420659504003	1	70000	41.1738232	-79.0920005
11048922	420659504003	1	16000	41.1632648	-79.0972540
11048923	420659504003	1	47910	41.1738220	-79.0920747
11048924	420659504003	1	41000	41.1609561	-79.0861450
11048925	420659504003	1	30001	41.1614139	-79.0849050
11048926	420659504003	1	17900	41.1642403	-79.0975715
11048927	420659504003	9	21400	41.1635465	-79.0971175
11048928	420659504003	1	33600	41.1643582	-79.0978630
11048929	420659504003	1	104000	41.1610131	-79.0848603
11048930	420659504003	1	57700	41.1653781	-79.0840652
11048931	420659504003	1	36000	41.1654545	-79.0835872
11048932	420659504003	1	163000	41.1624453	-79.0910156
11048933	420659504003	1	56500	41.1686885	-79.0871511
11048934	420659504003	1	9800	41.1625072	-79.0845195
11048935	420659504003	1	54290	41.1643483	-79.0923505
11048936	420659504003	1	13500	41.1650553	-79.0975670
11048937	420659504003	1	100000	41.1645901	-79.0969385
11048938	420659504003	1	22900	41.1623416	-79.0842153
11048939	420659504003	9	6100	41.1643920	-79.0924364
11048940	420659504003	1	20404	41.1636432	-79.0923806
11048941	420659504003	1	117600	41.1626860	-79.0834959
11048942	420659504003	1	31700	41.1649950	-79.0865165
11048943	420659504003	1	115000	41.1618221	-79.0844535
11048944	420659504003	1	20400	41.1654943	-79.0866014
11048945	420659504003	6	398000	41.1647397	-79.0946293
11048946	420659504003	1	123000	41.1630654	-79.0951957
11048947	420659504003	1	137000	41.1640692	-79.0954545
11048948	420659504003	1	78600	41.1616812	-79.0905782
11048949	420659504003	6	230000	41.1626341	-79.0926540
11048950	420659504003	1	70000	41.1649718	-79.0958150
11048951	420659504003	1	22800	41.1669007	-79.0862839
