sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
204854352	11059062	57	F	1	3	X	X
204854354	11059062	51	M	1	0	X	X
204854356	11060412	79	F	1	4	X	X
204898370	11045082	23	F	1	3	X	514268691
204898372	11047910	31	M	1	0	X	514270010
204898373	11047910	23	F	1	3	X	514268654
204898374	11047910	39	F	1	1	X	514401628
204898375	11048170	31	M	1	0	X	514269086
204898381	11049757	31	M	1	0	X	514268233
204898382	11049757	23	F	1	3	X	514268346
204898383	11049757	39	F	1	1	X	514267791
204898386	11050704	39	F	1	1	X	514268138
204898392	11052519	39	F	1	1	X	514265761
204898393	11060747	31	M	1	0	X	514270454
204898394	11060747	23	F	1	3	X	514268779
204994813	11060392	25	M	1	0	X	514269211
204997974	11048780	32	F	1	0	X	X
204997977	11052428	12	M	1	2	450150578	X
204997978	11052428	5	M	1	2	450111632	X
204997983	11052453	5	M	1	2	450111632	X
204997984	11052453	32	F	1	0	X	X
204997985	11052453	16	F	1	2	450132231	X
204997986	11052453	13	M	1	2	450111632	X
204997987	11052732	12	M	1	2	450111632	X
204997989	11052732	32	F	1	0	X	X
204997991	11052732	13	M	1	2	450111632	X
204997992	11057783	12	M	1	2	450150578	X
204997993	11057783	5	M	1	2	450108468	X
204997995	11057783	16	F	1	2	450150577	X
204997996	11057783	13	M	1	2	450150578	X
204997999	11058200	32	F	1	0	X	X
204998002	11061187	12	M	1	2	450150577	X
204998003	11061187	5	M	1	2	450108468	X
204998005	11061187	16	F	1	2	450150577	X
205030980	11049226	16	F	1	2	450110845	X
205030981	11049226	38	F	1	0	X	514268354
205030982	11049226	15	F	1	2	450110845	X
205030983	11057127	16	F	1	2	450150577	X
205030984	11057127	38	F	1	0	X	513915723
205030985	11057127	15	F	1	2	450150577	X
205030986	11059780	16	F	1	2	450150577	X
205030987	11059780	38	F	1	0	X	513560213
205106472	11045030	56	M	1	1	X	514265321
205106473	11045100	53	F	1	0	X	514269717
205106474	11045100	56	M	1	1	X	514269687
205106476	11046264	56	M	1	1	X	514271201
205106478	11047093	56	M	1	1	X	514269520
205106479	11050687	53	F	1	0	X	514269445
205106480	11050687	56	M	1	1	X	514267791
205106482	11050975	56	M	1	1	X	514268411
205366885	11050365	50	F	1	0	X	X
205366887	11060797	50	F	1	0	X	X
205366888	11061687	50	F	1	0	X	X
205482965	11045618	71	F	1	0	X	X
205544767	11044357	32	F	1	1	X	514270005
205544770	11049231	6	M	1	2	450149079	X
205544772	11055558	45	M	1	0	X	514268112
205544773	11055558	4	F	1	2	450134109	X
205544774	11055558	6	M	1	2	450129160	X
205544776	11061321	45	M	1	0	X	514269215
205544778	11061321	6	M	1	2	450150578	X
205544779	11061321	32	F	1	1	X	514268835
205544783	11061459	32	F	1	1	X	514269203
205564022	11044199	78	F	1	0	X	514270454
205564023	11049172	78	F	1	0	X	514268136
205564024	11050150	78	F	1	0	X	514268386
205564026	11052622	78	F	1	0	X	514271171
205564027	11053509	78	F	1	0	X	514270592
205564028	11059941	78	F	1	0	X	514269452
205573269	11044872	52	M	1	0	X	514266219
205573271	11044872	51	F	1	1	X	X
205574455	11052099	11	M	1	2	450110845	X
205574457	11056736	3	M	1	2	450102519	X
205574458	11056736	32	M	1	1	X	514269361
205574460	11056736	6	F	1	2	450111632	X
205574461	11056736	11	M	1	2	450150578	X
205574467	11056906	11	M	1	2	450150578	X
205574469	11059981	3	M	1	2	450151186	X
205574470	11059981	32	M	1	1	X	514268862
205574472	11059981	6	F	1	2	450145390	X
205574473	11059981	11	M	1	2	450150577	X
205574474	11059981	14	M	1	2	450150577	X
205690697	11046070	79	M	1	0	X	X
205690698	11047580	76	F	1	1	X	X
205690700	11048415	76	F	1	1	X	X
205690701	11048415	79	M	1	0	X	X
205690702	11052017	76	F	1	1	X	X
205690703	11052017	79	M	1	0	X	X
205690704	11056325	76	F	1	1	X	X
205690705	11056325	79	M	1	0	X	X
205690709	11057707	79	M	1	0	X	X
205690710	11058109	76	F	1	1	X	X
205690711	11058109	79	M	1	0	X	X
205690712	11059348	76	F	1	1	X	X
205690713	11059348	79	M	1	0	X	X
205778863	11052874	65	F	1	0	X	X
205778866	11056133	65	F	1	0	X	X
205778867	11058382	65	F	1	0	X	X
205778869	11060894	65	F	1	0	X	X
205778871	11061527	65	F	1	0	X	X
205851162	11045181	29	M	9	10	X	514268670
205851165	11052597	27	F	1	0	X	514269474
205859174	11053653	74	M	1	0	X	X
205868045	11047867	55	M	1	1	X	517669826
205868046	11047867	22	M	1	2	X	514268093
205868047	11049163	44	F	1	0	X	X
205868052	11051742	18	F	1	2	X	X
205868053	11051742	55	M	1	1	X	513668321
205868054	11051742	22	M	1	2	X	514267084
205868057	11052262	55	M	1	1	X	514269320
205868058	11052262	22	M	1	2	X	514268255
205868061	11052579	55	M	1	1	X	514269543
205868063	11057052	44	F	1	0	X	X
205868064	11057052	18	F	1	2	X	X
205868065	11057052	55	M	1	1	X	514271238
205868066	11057052	22	M	1	2	X	514269199
205868067	11061701	44	F	1	0	X	X
205868069	11061701	55	M	1	1	X	514269150
205868070	11061701	22	M	1	2	X	514268522
205950670	11047478	2	F	1	2	X	X
205950671	11047478	0	F	1	2	X	X
205950676	11047539	2	F	1	2	X	X
205950677	11047539	0	F	1	2	X	X
205950678	11047539	4	F	1	2	450102519	X
205950679	11047539	8	M	1	2	450111632	X
205950682	11051640	2	F	1	2	X	X
205950683	11051640	0	F	1	2	X	X
205950684	11051640	4	F	1	2	450134109	X
205950687	11051640	27	F	1	0	X	X
205950689	11052116	0	F	1	2	X	X
205950691	11052116	8	M	1	2	450129160	X
205950692	11052116	27	M	1	1	X	514268136
205950694	11052571	2	F	1	2	X	X
205950701	11055885	0	F	1	2	X	X
205950703	11055885	8	M	1	2	450139177	X
205950704	11055885	27	M	1	1	X	513934654
205950705	11055885	27	F	1	0	X	X
205950706	11055939	2	F	1	2	X	X
205950710	11055939	27	M	1	1	X	514271183
205973267	11045839	74	F	1	0	X	X
205973268	11046043	74	F	1	0	X	X
205973269	11059369	74	F	1	0	X	X
205973271	11060633	74	F	1	0	X	X
205973272	11060933	74	F	1	0	X	X
205979378	11044259	78	M	1	0	X	X
205979379	11048936	78	M	1	0	X	X
205979380	11049078	78	M	1	0	X	X
205979381	11049702	78	M	1	0	X	X
205979384	11056352	78	M	1	0	X	X
205979385	11060585	78	M	1	0	X	X
206028281	11044262	52	F	1	1	X	514267870
206028284	11044473	51	M	1	0	X	514269728
206043248	11049234	58	F	1	1	X	514268289
206043249	11049234	64	M	1	0	X	X
206043251	11049628	64	M	1	0	X	X
206043252	11051069	58	F	1	1	X	514268386
206043253	11051069	64	M	1	0	X	X
206043255	11055214	64	M	1	0	X	X
206043256	11055465	58	F	1	1	X	514268762
206043257	11055465	64	M	1	0	X	X
206043258	11060245	58	F	1	1	X	509563725
206051344	11060185	58	F	1	1	X	X
206051345	11060185	57	M	1	0	X	X
206051346	11062244	58	F	1	1	X	X
206051347	11062244	57	M	1	0	X	X
206081682	11053516	65	M	1	0	X	X
206081686	11058886	65	M	1	0	X	X
206081687	11058886	62	F	1	1	X	X
206083238	11048656	35	F	1	0	X	513504552
206083240	11053057	35	F	1	0	X	514269566
206083241	11055845	14	F	1	2	450150578	X
206083242	11055845	35	F	1	0	X	514267510
206083244	11057488	35	F	1	0	X	514269199
206097585	11047993	16	F	1	2	450132231	X
206097587	11047993	41	F	1	1	X	514270670
206097588	11054999	16	F	1	2	450132231	X
206097589	11054999	46	M	1	0	X	514270398
206097591	11060803	16	F	1	2	450150577	X
206097593	11060803	41	F	1	1	X	514269145
206140929	11044943	26	M	1	0	X	514269717
206140930	11044943	31	M	1	3	X	X
206140932	11046794	31	M	1	3	X	X
206140933	11049600	26	M	1	0	X	514267984
206140934	11049600	31	M	1	3	X	X
206140935	11051078	26	M	1	0	X	514265935
206140936	11051078	31	M	1	3	X	X
206140938	11052663	31	M	1	3	X	X
206140939	11056833	26	M	1	0	X	514270670
206140941	11060136	26	M	1	0	X	514269445
206140942	11060136	31	M	1	3	X	X
206140944	11060262	31	M	1	3	X	X
206527293	11051510	63	F	1	0	X	512241881
206527294	11051510	58	M	1	1	X	514268129
206527295	11052954	63	F	1	0	X	514268954
206527297	11058373	63	F	1	0	X	514269361
206527298	11058373	58	M	1	1	X	514271932
206625577	11053438	18	F	1	10	X	X
206625582	11056170	20	M	1	0	X	514269409
206625583	11056170	18	F	1	10	X	X
206625584	11057009	20	M	1	0	X	514270862
206673697	11045437	88	M	1	1	X	X
206673702	11051079	84	F	1	0	X	X
206673703	11055068	88	M	1	1	X	X
206673705	11057518	88	M	1	1	X	X
206724088	11047117	54	F	1	0	X	514269768
206724090	11048171	54	F	1	0	X	514269695
206778722	11047937	14	M	1	2	450111632	X
206778723	11047937	18	F	1	2	450132231	514270908
206778724	11047937	49	M	1	1	X	514269067
206778725	11047937	12	M	1	2	450111632	X
206778726	11048228	50	F	1	0	X	514269941
206778728	11048228	18	F	1	2	450132231	514257122
206778731	11051666	50	F	1	0	X	514265902
206778732	11051666	14	M	1	2	450129160	X
206778735	11051666	12	M	1	2	450129160	X
206778736	11052861	50	F	1	0	X	514271168
206778739	11052861	49	M	1	1	X	514270742
206919597	11049543	55	M	1	2	X	514268048
206919601	11051701	54	F	1	6	X	514266374
206995290	11049623	24	F	1	0	X	514265872
206995292	11053725	24	F	1	0	X	514269861
206995295	11062255	24	F	1	0	X	514270670
207016565	11050381	77	F	1	1	X	X
207016566	11050381	78	M	1	0	X	X
207016568	11053878	78	M	1	0	X	X
207034158	11051736	51	F	1	1	X	514267757
207034159	11052945	56	M	1	0	X	514270454
207034161	11056125	56	M	1	0	X	514265913
207034168	11058431	51	F	1	1	X	513958087
207034169	11058987	56	M	1	0	X	513930432
207034171	11059027	56	M	1	0	X	514268591
207034174	11059643	51	F	1	1	X	514268527
207034175	11060954	56	M	1	0	X	514269269
207034176	11060954	51	F	1	1	X	513930983
207034177	11061272	56	M	1	0	X	514269200
207089671	11045662	27	M	1	2	X	514270855
207089677	11048017	27	M	1	2	X	514270053
207089682	11050120	27	M	1	1	X	514269238
207146410	11054116	71	M	1	0	X	X
207146411	11054116	70	F	1	1	X	X
207146412	11057738	38	M	1	2	X	X
207146413	11057738	45	M	1	2	X	514268740
207146416	11059657	38	M	1	2	X	X
207146418	11059657	71	M	1	0	X	X
207146419	11059657	70	F	1	1	X	X
207146420	11061219	38	M	1	2	X	X
207146421	11061219	45	M	1	2	X	513931006
207146422	11061219	71	M	1	0	X	X
207146423	11061219	70	F	1	1	X	X
207162044	11046627	48	F	1	1	X	X
207162045	11046627	50	M	1	0	X	X
207162047	11046849	50	M	1	0	X	X
207162050	11057560	48	F	1	1	X	X
207162051	11057560	50	M	1	0	X	X
207229896	11045849	52	F	1	0	X	514270670
207377623	11045409	51	F	1	1	X	514402597
207377628	11058566	13	M	1	2	450150578	X
207377631	11059962	13	M	1	2	450150578	X
207390495	11050698	48	M	1	0	X	514267988
207390498	11059376	49	F	1	1	X	X
207390499	11059376	48	M	1	0	X	514267870
207390501	11060118	48	M	1	0	X	514268808
207390502	11061690	49	F	1	1	X	X
207390503	11061690	48	M	1	0	X	514269276
207397302	11057387	20	M	1	2	X	X
207397303	11057387	49	M	1	0	X	514269001
207403092	11048857	30	M	1	0	X	514268233
207403094	11062216	30	M	1	0	X	514269126
207622273	11047642	28	M	1	0	X	514269725
207622274	11047642	4	F	1	2	X	X
207622275	11047642	5	M	1	2	X	X
207622276	11051450	28	M	1	0	X	514267509
207622277	11051450	4	F	1	2	X	X
207622280	11057142	4	F	1	2	X	X
207622282	11059645	28	M	1	0	X	513960100
207629311	11051990	78	F	1	1	X	X
207629313	11052183	78	F	1	1	X	X
207629315	11055088	78	F	1	1	X	X
207629317	11059666	78	F	1	1	X	X
207629318	11059666	88	M	1	0	X	X
207629319	11059908	78	F	1	1	X	X
207670087	11051624	35	F	1	0	X	X
207670090	11055142	35	F	1	0	X	X
207670091	11055466	35	F	1	0	X	X
207670093	11060765	35	F	1	0	X	X
207670094	11061083	35	F	1	0	X	X
207670095	11061703	35	F	1	0	X	X
207670101	11062104	35	F	1	0	X	X
207670660	11047544	66	F	1	0	X	X
207670663	11054797	66	F	1	0	X	X
207670666	11058123	66	F	1	0	X	X
207670668	11060405	66	F	1	0	X	X
207684386	11049949	79	M	1	0	X	X
207684387	11053242	79	M	1	0	X	X
207684389	11054201	79	M	1	0	X	X
207752025	11050470	70	M	1	0	X	X
207818912	11045725	48	F	1	0	X	X
207818915	11054631	48	F	1	0	X	X
207818916	11057758	48	F	1	0	X	X
207818917	11061163	48	F	1	0	X	X
207833316	11045389	37	M	1	1	X	514269162
207833318	11048762	14	F	1	2	450110845	X
207833319	11048762	37	M	1	1	X	514268289
207833322	11050696	37	M	1	1	X	514268119
207833323	11050696	40	F	1	0	X	X
207833326	11056561	40	F	1	0	X	X
207833327	11058073	14	F	1	2	450150578	X
207833328	11058073	37	M	1	1	X	514268561
207833329	11058073	40	F	1	0	X	X
207833330	11061033	14	F	1	2	450150578	X
207833332	11061033	40	F	1	0	X	X
207842941	11051259	10	M	1	2	450129160	X
207842942	11051259	42	M	1	0	X	514033265
207842946	11056587	42	M	1	0	X	514269361
207842947	11056587	19	M	1	2	X	514268152
207876332	11052382	54	F	1	0	X	X
207876333	11053167	54	F	1	0	X	X
207876334	11053218	54	F	1	0	X	X
207876335	11059547	54	F	1	0	X	X
207958165	11045298	16	F	1	2	450110702	X
207958166	11051743	7	M	1	2	450129160	X
207958169	11051743	16	F	1	2	450110845	X
207958170	11052269	7	M	1	2	450149079	X
207958172	11052269	54	M	1	0	X	X
207958173	11052269	16	F	1	2	450110845	X
207958174	11053673	7	M	1	2	450149079	X
207958175	11053673	36	F	1	1	X	X
207958184	11059386	54	M	1	0	X	X
207958185	11059386	16	F	1	2	450150577	X
207958186	11060360	7	M	1	2	450132458	X
207958187	11060360	36	F	1	1	X	X
207958189	11060360	16	F	1	2	450150577	X
208070920	11044726	76	F	1	1	X	X
208070922	11055461	76	F	1	1	X	X
208070924	11062378	76	F	1	1	X	X
208070925	11062378	84	M	1	0	X	X
208075273	11048109	46	M	1	0	X	514271406
208075275	11048109	4	F	1	2	X	X
208075276	11048149	46	M	1	0	X	514271197
208075279	11053625	46	M	1	0	X	514270635
208075281	11053625	4	F	1	2	X	X
208180811	11046677	66	M	1	0	X	X
208180813	11047379	66	M	1	0	X	X
208551284	11046338	47	F	1	1	X	517670195
208551286	11046338	10	M	1	2	450110701	X
208551287	11046338	23	M	1	2	X	514270504
208551288	11053813	15	M	1	2	450132231	X
208551290	11053813	47	F	1	1	X	514270908
208551291	11053813	18	M	1	2	450132231	514270075
208551297	11058136	18	M	1	2	450150577	514270908
208551298	11058136	10	M	1	2	450108468	X
208551301	11058630	40	M	1	0	X	514268765
208551305	11058630	23	M	1	2	X	514268539
208551306	11058980	15	M	1	2	450150577	X
208551307	11058980	40	M	1	0	X	514268812
208551309	11058980	18	M	1	2	450150577	514268748
208551310	11058980	10	M	1	2	450132458	X
208551311	11058980	23	M	1	2	X	514268522
208716505	11050577	94	F	1	0	X	X
208716506	11052061	94	F	1	0	X	X
208734952	11043904	44	M	1	1	X	514269884
208734953	11043904	45	F	1	0	X	514269186
208734955	11043941	15	F	1	2	450110702	X
208734959	11045067	15	F	1	2	450110702	X
208734963	11045085	15	F	1	2	450110702	X
208734966	11045991	16	F	1	2	450110702	X
208734968	11045991	44	M	1	1	X	514270198
208734969	11045991	45	F	1	0	X	514269638
208734971	11046128	15	F	1	2	450110702	X
208734974	11048261	16	F	1	2	450110845	X
208734976	11048261	44	M	1	1	X	514270670
208734978	11048316	16	F	1	2	450110845	X
208734979	11048316	15	F	1	2	450110845	X
208734980	11048316	44	M	1	1	X	514269300
208734981	11048316	45	F	1	0	X	514267678
208734983	11049110	15	F	1	2	450110845	X
208734985	11049110	45	F	1	0	X	514268289
208734987	11051692	15	F	1	2	450110845	X
208734988	11051692	44	M	1	1	X	514265802
208734989	11051692	45	F	1	0	X	514267988
208734992	11052718	44	M	1	1	X	514270908
208734993	11052718	45	F	1	0	X	514270908
208734994	11053387	16	F	1	2	450150577	X
208734995	11053387	15	F	1	2	450150577	X
208734997	11053387	45	F	1	0	X	514269487
208734998	11059164	16	F	1	2	450150577	X
208735001	11059164	45	F	1	0	X	514268539
208735005	11060182	45	F	1	0	X	514268701
208735006	11060645	16	F	1	2	450150577	X
208735009	11060645	45	F	1	0	X	514269447
208735010	11061658	16	F	1	2	450150577	X
208735011	11061658	15	F	1	2	450150577	X
208735012	11061658	44	M	1	1	X	514267890
208735013	11061658	45	F	1	0	X	514265913
208837135	11054829	80	F	1	0	X	X
208860233	11051294	36	M	1	0	X	514268152
208860234	11051294	3	M	1	2	X	X
208860236	11051294	8	F	1	2	450110701	X
208860237	11051908	5	M	1	2	450067582	X
208860238	11051908	36	M	1	0	X	514265694
208860241	11051908	8	F	1	2	450149079	X
208860243	11054531	36	M	1	0	X	514268905
208912915	11046892	49	F	1	0	X	514268765
208912916	11046892	50	M	9	1	X	514253843
208912917	11046892	15	F	9	2	450110702	X
208912919	11051648	49	F	1	0	X	514267790
208912920	11051648	50	M	9	1	X	514267680
208912922	11051648	14	F	9	2	450110845	X
208935579	11049252	31	F	1	1	X	514268233
208935581	11051765	2	F	1	2	X	X
208935582	11051765	31	F	1	1	X	514266451
208935585	11056795	31	F	1	1	X	513932256
208935586	11056795	37	M	1	0	X	514269053
208958472	11044430	74	M	1	0	X	X
208958473	11060905	74	M	1	0	X	X
209025326	11055177	42	F	1	1	X	X
209025329	11056731	42	F	1	1	X	X
209052092	11045099	88	F	1	0	X	X
209052094	11052174	88	F	1	0	X	X
209127748	11045531	29	F	1	0	X	514269766
209127749	11058981	29	F	1	0	X	514268522
209148539	11057578	51	M	1	0	X	X
209154468	11047420	53	F	1	0	X	514267050
209154470	11047439	53	F	1	0	X	514267984
209154476	11061216	53	F	1	0	X	514269191
209154477	11061216	28	M	1	2	X	514267884
209154478	11061623	53	F	1	0	X	514269305
209161508	11045506	55	F	1	1	X	514269445
209161509	11045506	57	M	1	0	X	514269645
209161510	11051167	55	F	1	1	X	514015068
209161516	11060077	55	F	1	1	X	514269361
209161517	11060077	57	M	1	0	X	514269412
209429842	11046810	61	M	1	0	X	X
209429843	11046810	60	F	1	1	X	X
209429846	11052105	61	M	1	0	X	X
209429847	11052105	60	F	1	1	X	X
209429848	11053754	61	M	1	0	X	X
209429851	11053911	60	F	1	1	X	X
209429855	11056033	60	F	1	1	X	X
209429856	11056223	61	M	1	0	X	X
209592910	11055519	29	M	1	2	X	X
209592913	11056181	29	M	1	2	X	X
209592918	11059036	44	F	1	0	X	514267880
209706563	11045611	53	M	1	1	X	514269445
209706564	11045611	48	F	1	0	X	X
209706565	11050982	53	M	1	1	X	512240531
209706566	11050982	48	F	1	0	X	X
209706568	11055250	48	F	1	0	X	X
209706569	11057489	53	M	1	1	X	514270561
209706570	11057489	48	F	1	0	X	X
209730668	11044025	59	M	1	3	X	X
209730669	11044025	70	M	1	0	X	X
209730670	11044025	76	F	1	3	X	514270454
209730671	11044718	59	M	1	3	X	X
209730673	11044718	76	F	1	3	X	514269695
209730674	11044917	59	M	1	3	X	X
209730676	11044917	76	F	1	3	X	514270685
209730677	11046301	59	M	1	3	X	X
209730679	11046301	76	F	1	3	X	514268255
209730680	11046645	59	M	1	3	X	X
209730683	11047021	59	M	1	3	X	X
209730686	11047359	59	M	1	3	X	X
209730689	11048479	59	M	1	3	X	X
209730690	11048479	70	M	1	0	X	X
209730691	11048479	76	F	1	3	X	514269339
209730692	11049183	59	M	1	3	X	X
209730693	11049183	70	M	1	0	X	X
209730695	11051370	59	M	1	3	X	X
209730697	11051370	76	F	1	3	X	514270454
209730698	11052326	59	M	1	3	X	X
209730704	11060775	59	M	1	3	X	X
209730707	11061399	59	M	1	3	X	X
209730708	11061399	70	M	1	0	X	X
209730711	11061568	70	M	1	0	X	X
209730713	11062037	59	M	1	3	X	X
209730715	11062037	76	F	1	3	X	514269361
209737872	11045057	48	F	1	0	X	514270415
209737875	11052857	56	M	2	1	X	514270454
209737876	11052857	48	F	1	0	X	514270861
209737877	11052919	56	M	2	1	X	511430313
209737878	11052919	48	F	1	0	X	514270117
209737879	11053621	56	M	2	1	X	514270731
209737881	11054373	56	M	2	1	X	514271743
209737886	11058411	48	F	1	0	X	514269023
209737888	11059835	48	F	1	0	X	514269261
209737889	11060237	56	M	2	1	X	514267894
209737893	11061491	56	M	2	1	X	514269445
209737894	11061491	48	F	1	0	X	513929577
209744141	11044869	59	F	1	0	X	X
209744142	11044869	72	M	1	1	X	X
209744146	11049249	72	M	1	1	X	X
209744147	11049586	59	F	1	0	X	X
209744150	11059687	72	M	1	1	X	X
209788205	11047456	63	M	1	0	X	X
209823502	11051054	86	F	1	0	X	X
209823504	11057924	86	F	1	0	X	X
210051030	11045323	65	F	1	0	X	514269884
210051031	11046699	65	F	1	0	X	514268238
210051032	11047134	65	F	1	0	X	514268954
210051033	11048953	65	F	1	0	X	514269097
210051034	11055812	65	F	1	0	X	514268112
210182736	11047307	59	M	1	1	X	514269936
210182739	11053087	48	F	1	0	X	514269529
210182740	11060713	59	M	1	1	X	514269369
210429479	11047638	39	M	1	0	X	514271045
210429480	11056529	39	M	1	0	X	514267998
210429481	11062367	39	M	1	0	X	514269447
210432997	11044931	32	M	1	1	X	514271208
210432998	11047649	30	F	1	0	X	514268296
210433003	11051322	32	M	1	1	X	514268093
210433004	11054703	30	F	1	0	X	514270862
210433006	11057501	30	F	1	0	X	513516271
210433007	11057501	32	M	1	1	X	513501016
210717859	11044897	39	F	1	0	X	514270179
210717860	11044897	42	M	1	1	X	514269644
210717862	11049665	7	F	1	2	450129160	X
210717865	11049665	10	F	1	2	450110845	X
210717866	11052126	7	F	1	2	450149079	X
210717870	11054897	7	F	1	2	450110701	X
210717871	11054897	39	F	1	0	X	514268738
210717873	11054897	10	F	1	2	450110702	X
210717874	11055328	7	F	1	2	450110701	X
210717875	11055328	39	F	1	0	X	505890134
210717877	11055328	10	F	1	2	450110845	X
210717879	11055660	39	F	1	0	X	514267828
210717880	11055660	42	M	1	1	X	513937016
210717885	11056387	10	F	1	2	450150577	X
210717886	11056639	7	F	1	2	450139177	X
210717890	11056991	7	F	1	2	450111632	X
210717895	11058564	39	F	1	0	X	514267798
210717896	11058564	42	M	1	1	X	514268522
210820331	11052570	33	M	1	1	X	511433806
210820333	11052570	7	F	1	2	450149079	X
210927071	11050655	50	F	1	1	X	514268247
210927072	11050655	17	M	1	2	450110845	514267641
210927073	11056845	44	M	1	0	X	514267932
210927077	11058051	50	F	1	1	X	514269448
210927078	11058051	17	M	1	2	450150577	514268757
210927079	11059959	44	M	1	0	X	514266687
210927081	11059959	17	M	1	2	450150577	514268705
211007408	11045827	60	F	1	1	X	X
211007409	11045827	60	M	1	0	X	514400924
211007410	11045827	33	F	1	6	X	514269695
211007416	11054112	60	M	1	0	X	514270835
211007424	11056711	33	F	1	6	X	514269278
211007426	11056711	8	F	1	5	450150578	X
211118302	11057176	47	F	1	1	X	514268522
211121581	11044004	14	M	1	2	450110702	X
211121582	11044004	4	F	1	2	X	X
211121583	11044004	38	F	1	0	X	514269319
211121584	11044004	6	M	1	2	450110701	X
211121585	11051986	14	M	1	2	450150578	X
211121587	11051986	38	F	1	0	X	515962836
211121589	11053003	14	M	1	2	450111632	X
211121591	11053003	38	F	1	0	X	514268704
211121593	11054521	14	M	1	2	450111632	X
211121595	11054521	38	F	1	0	X	514270614
211195662	11047011	94	M	1	4	X	X
211195663	11047011	62	F	1	0	X	X
211195665	11059061	94	M	1	4	X	X
211195666	11059061	62	F	1	0	X	X
211195667	11059061	63	M	1	1	X	514268522
211246134	11058649	56	F	1	1	X	X
211246136	11059626	56	F	1	1	X	X
211246138	11059650	56	F	1	1	X	X
211246139	11060070	58	M	1	0	X	514269339
211246140	11060070	56	F	1	1	X	X
211263218	11053181	94	F	1	0	X	X
211329431	11045054	4	M	1	2	450066968	X
211329433	11045054	31	M	1	0	X	514265913
211329435	11045153	4	M	1	2	450066968	X
211329437	11045153	31	M	1	0	X	514270454
211329438	11045246	35	F	1	1	X	X
211329441	11045246	31	M	1	0	X	514270649
211329442	11048398	35	F	1	1	X	X
211329443	11048398	4	M	1	2	450066968	X
211329444	11048398	2	M	1	2	X	X
211329445	11048398	31	M	1	0	X	514269842
211329449	11048697	31	M	1	0	X	514267988
211438792	11044086	46	M	1	2	X	514269695
211438794	11044086	12	F	1	5	450110702	X
211438796	11044950	75	F	1	0	X	X
211438802	11052961	75	F	1	0	X	X
211438803	11052961	12	F	1	5	450150578	X
211438806	11057087	12	F	1	5	450111632	X
211438809	11059276	12	F	1	5	450150577	X
211456072	11047140	11	M	1	2	450129160	X
211456078	11053353	11	M	1	2	450111632	X
211456079	11053353	49	F	1	0	X	X
211631845	11054756	64	F	1	0	X	X
211631846	11054940	64	F	1	0	X	X
211631847	11057109	64	F	1	0	X	X
211631848	11058852	64	F	1	0	X	X
211642747	11053343	12	M	1	5	450150578	X
211673918	11047770	76	M	1	1	X	X
211673920	11049394	76	M	1	1	X	X
211673921	11050015	74	F	1	0	X	X
211673923	11050339	74	F	1	0	X	X
211673925	11051223	74	F	1	0	X	X
211673927	11052336	74	F	1	0	X	X
211673928	11052336	76	M	1	1	X	X
211673930	11053998	76	M	1	1	X	X
211673931	11054675	74	F	1	0	X	X
211673934	11057274	76	M	1	1	X	X
211673935	11057280	74	F	1	0	X	X
211673936	11057280	76	M	1	1	X	X
211673937	11059659	74	F	1	0	X	X
211673938	11059659	76	M	1	1	X	X
211673939	11060278	74	F	1	0	X	X
211681938	11046755	16	F	1	2	450132231	X
211681939	11046755	39	F	1	1	X	X
211681940	11050221	41	M	1	0	X	514269445
211681943	11050900	41	M	1	0	X	514267766
211681946	11052967	41	M	1	0	X	514269042
211681951	11053809	39	F	1	1	X	X
211681953	11053847	16	F	1	2	450132231	X
211681955	11059864	41	M	1	0	X	514268093
211681957	11059864	39	F	1	1	X	X
211736931	11054429	83	M	1	1	X	X
211736932	11054429	62	F	1	0	X	X
211943512	11047372	82	F	1	0	X	X
212064666	11048361	70	M	1	0	X	X
212064671	11061629	70	M	1	0	X	X
212124086	11046727	34	M	1	2	X	X
212124087	11046727	55	M	1	0	X	514270908
212124088	11046727	58	F	1	1	X	514267562
212124089	11048685	34	M	1	2	X	X
212124090	11048685	55	M	1	0	X	514267638
212124092	11050475	34	M	1	2	X	X
212124093	11050475	55	M	1	0	X	514268255
212124096	11054705	55	M	1	0	X	514268707
212124098	11056977	34	M	1	2	X	X
212124099	11056977	55	M	1	0	X	514267870
212124101	11057056	34	M	1	2	X	X
212124102	11057056	55	M	1	0	X	514269445
212124103	11057056	58	F	1	1	X	514269840
212124105	11057690	55	M	1	0	X	514270144
212235769	11044284	36	F	1	1	X	514269695
212235771	11044284	8	F	1	2	450110701	X
212375110	11045854	23	M	1	2	X	514269840
212375111	11045854	50	F	1	0	X	514270661
212375113	11058638	50	F	1	0	X	513929480
212395341	11045075	82	M	1	0	X	X
212445426	11048382	59	M	1	1	X	514267988
212457218	11052037	53	F	1	1	X	514267791
212457219	11052037	57	M	1	0	X	514268300
212457220	11052037	23	F	1	2	X	514268229
212457221	11055586	53	F	1	1	X	514271048
212597244	11049815	17	M	1	2	450150577	X
212597245	11049815	39	F	1	0	X	514402517
212597247	11052151	17	M	1	2	450110845	X
212597248	11052151	39	F	1	0	X	514265780
212597249	11052151	41	M	1	1	X	514269153
212597250	11058448	17	M	1	2	450150577	X
212597253	11060032	17	M	1	2	450150577	X
212597254	11060032	39	F	1	0	X	514272706
212597256	11060869	17	M	1	2	450150577	X
