sp_id	sp_gq_id	age	sex
938287840	450003399	19	F
938287841	450003399	28	F
938287842	450003399	19	F
938287843	450003399	20	F
938287844	450003399	19	F
938287845	450003399	18	F
938287846	450003399	18	F
938287847	450003399	18	F
938287848	450003399	23	F
938287849	450003399	19	F
938287850	450003399	18	F
938287851	450003399	19	F
938287852	450003399	23	F
938287853	450003399	21	F
938287854	450003399	18	F
938287855	450003399	19	F
938287856	450003399	20	F
938287857	450003399	19	F
938287858	450003399	19	F
938287859	450003399	20	F
938287860	450003399	23	F
938287861	450003399	19	F
938287862	450003399	18	F
938287863	450003399	20	F
938287864	450003399	24	F
938287865	450003399	19	F
938287866	450003399	19	F
938287867	450003399	22	F
938287868	450003399	19	F
938287869	450003399	22	F
938287870	450003399	22	F
938287871	450003399	22	F
938287872	450003399	19	F
938287873	450003399	19	F
938287874	450003399	22	F
938287875	450003399	19	F
938287876	450003399	19	F
938287877	450003399	19	F
938287878	450003399	45	F
938287879	450003399	19	F
938287880	450003399	21	F
938287881	450003399	20	F
938287882	450003399	18	F
938287883	450003399	20	F
938287884	450003399	19	F
938287885	450003399	20	F
938287886	450003399	20	F
938287887	450003399	18	F
938287888	450003399	19	F
938287889	450003399	20	F
938287890	450003399	21	F
938287891	450003399	18	F
938287892	450003399	23	F
938287893	450003399	19	F
938287894	450003399	20	F
938287895	450003399	19	F
938287896	450003399	22	F
938287897	450003399	20	F
938287898	450003399	19	F
938287899	450003399	19	F
938287900	450003399	19	F
938287901	450003399	20	F
938287902	450003399	22	F
938287903	450003399	20	F
938287904	450003399	18	F
938287905	450003399	20	F
938287906	450003399	21	F
938287907	450003399	19	F
938287908	450003399	19	F
938287909	450003399	19	F
938287910	450003399	23	F
938287911	450003399	24	F
938287912	450003399	18	F
938287913	450003399	21	F
938287914	450003399	19	F
938287915	450003399	18	F
938287916	450003399	18	F
938287917	450003399	23	F
938287918	450003399	19	F
938287919	450003399	19	F
938287920	450003399	19	F
938287921	450003399	19	F
938287922	450003399	21	F
938287923	450003399	21	F
938287924	450003399	19	F
938287925	450003399	19	F
938287926	450003399	31	F
938287927	450003399	18	F
938287928	450003399	22	F
938287929	450003399	19	F
938287930	450003399	22	F
938287931	450003399	19	F
938287932	450003399	19	F
938287933	450003399	21	F
938287934	450003399	24	F
938287935	450003399	19	F
938287936	450003399	19	F
938287937	450003399	19	F
938287938	450003399	19	F
938287939	450003399	18	F
938287940	450003399	19	F
938287941	450003399	20	F
938287942	450003399	18	F
938287943	450003399	21	F
938287944	450003399	19	F
938287945	450003399	18	F
938287946	450003399	19	F
938287947	450003399	22	F
938287948	450003399	24	F
938287949	450003399	18	F
938287950	450003399	18	F
938287951	450003399	21	F
938287952	450003399	19	F
938287953	450003399	19	F
938287954	450003399	19	F
938287955	450003399	19	F
938287956	450003399	23	F
938287957	450003399	18	F
938287958	450003399	23	F
938287959	450003399	19	F
938287960	450003399	22	F
938287961	450003399	21	F
938287962	450003399	18	F
938287963	450003399	18	F
938287964	450003399	18	F
938287965	450003399	19	F
938287966	450003399	18	F
938287967	450003399	20	F
938287968	450003399	23	F
938287969	450003399	21	F
938287970	450003399	19	F
938287971	450003399	23	F
938287972	450003399	19	F
938287973	450003399	21	F
938287974	450003399	19	F
938287975	450003399	20	F
938287976	450003399	20	F
938287977	450003399	29	F
938287978	450003399	19	F
938287979	450003399	23	F
938287980	450003399	19	F
938287981	450003399	22	F
938287982	450003399	20	F
938287983	450003399	18	F
938287984	450003399	18	F
938287985	450003399	21	F
938287986	450003399	21	F
938287987	450003399	19	F
938287988	450003399	18	F
938287989	450003399	18	F
938287990	450003399	21	F
938287991	450003399	21	F
938287992	450003399	21	F
938287993	450003399	20	F
938287994	450003399	19	F
938287995	450003399	24	F
938287996	450003399	19	F
938287997	450003399	19	F
938287998	450003399	24	F
938287999	450003399	19	F
938288000	450003399	23	F
938288001	450003399	22	F
938288002	450003399	22	F
938288003	450003399	18	F
938288004	450003399	23	F
938288005	450003399	18	F
938288006	450003399	18	F
938288007	450003399	19	F
938288008	450003399	19	F
938288009	450003399	20	F
938288010	450003399	18	F
938288011	450003399	22	F
938288012	450003399	23	F
938288013	450003399	18	F
938288014	450003399	22	F
938288015	450003399	23	F
938288016	450003399	21	F
938288017	450003399	21	F
938288018	450003399	21	F
938288019	450003399	18	F
938288020	450003399	22	F
938288021	450003399	19	F
938288022	450003399	24	F
938288023	450003399	19	F
938288024	450003399	21	F
938288025	450003399	18	F
938288026	450003399	23	F
938288027	450003399	19	F
938288028	450003399	22	F
938288029	450003399	22	F
938288030	450003399	19	F
938288031	450003399	18	F
938288032	450003399	20	F
938288033	450003399	19	F
938288034	450003399	21	F
938288035	450003399	24	F
938288036	450003399	19	F
938288037	450003399	19	F
938288038	450003399	21	F
938288039	450003399	19	F
938288040	450003399	18	F
938288041	450003399	22	F
938288042	450003399	19	F
938288043	450003399	23	F
938288044	450003399	19	F
938288045	450003399	21	F
938288046	450003399	19	F
938288047	450003399	19	F
938288048	450003399	19	F
938288049	450003399	21	F
938288050	450003399	21	F
938288051	450003399	20	F
938288052	450003399	19	F
938288053	450003399	20	F
938288054	450003399	24	F
938288055	450003399	18	F
938288056	450003399	18	F
938288057	450003399	20	F
938288058	450003399	24	F
938288059	450003399	24	F
938288060	450003399	18	F
938288061	450003399	19	F
938288062	450003399	26	F
938288063	450003399	18	F
938288064	450003399	18	F
938288065	450003399	18	F
938288066	450003399	18	F
938288067	450003399	20	F
938288068	450003399	20	F
938288069	450003399	19	F
938288070	450003399	18	F
938288071	450003399	18	F
938288072	450003399	19	F
938288073	450003399	18	F
938288074	450003399	20	F
938288075	450003399	23	F
938288076	450003399	21	F
938288077	450003399	21	F
938288078	450003399	19	F
938288079	450003399	21	F
938288080	450003399	18	F
938288081	450003399	20	F
938288082	450003399	21	F
938288083	450003399	29	F
938288084	450003399	19	F
938288085	450003399	19	F
938288086	450003399	18	F
938288087	450003399	23	F
938288088	450003399	31	F
938288089	450003399	21	F
938288090	450003399	24	F
938288091	450003399	20	F
938288092	450003399	19	F
938288093	450003399	22	F
938288094	450003399	18	F
938288095	450003399	20	F
938288096	450003399	20	F
938288097	450003399	22	F
938288098	450003399	19	F
938288099	450003399	19	F
938288100	450003399	19	F
938288101	450003399	24	F
938288102	450003399	18	F
938288103	450003399	22	F
938288104	450003399	20	F
938288105	450003399	19	F
938288106	450003399	22	F
938288107	450003399	21	F
938288108	450003399	19	F
938288109	450003399	22	F
938288110	450003399	19	F
938288111	450003399	24	F
938288112	450003399	24	F
938288113	450003399	19	F
938288114	450003399	18	F
938288115	450003399	19	F
938288116	450003399	22	F
938288117	450003399	19	F
938288118	450003399	21	F
938288119	450003399	21	F
938288120	450003399	19	F
938288121	450003399	20	F
938288122	450003399	19	F
938288123	450003399	19	F
938288124	450003399	21	F
938288125	450003399	19	F
938288126	450003399	21	F
938288127	450003399	19	F
938288128	450003399	19	F
938288129	450003399	19	F
938288130	450003399	22	F
938288131	450003399	19	F
938288132	450003399	24	F
938288133	450003399	18	F
938288134	450003399	23	F
938288135	450003399	18	F
938288136	450003399	23	F
938288137	450003399	18	F
938288138	450003399	21	F
938288139	450003399	19	F
938288140	450003399	19	F
938288141	450003399	18	F
938288142	450003399	21	F
938288143	450003399	19	F
938288144	450003399	19	F
938288145	450003399	19	F
938288146	450003399	19	F
938288147	450003399	19	F
938288148	450003399	20	F
938288149	450003399	21	F
938288150	450003399	19	F
938288151	450003399	19	F
938288152	450003399	22	F
938288153	450003399	23	F
938288154	450003399	21	F
938288155	450003399	18	F
938288156	450003399	20	F
938288157	450003399	18	F
938288158	450003399	19	F
938288159	450003399	22	F
938288160	450003399	18	F
938288161	450003399	19	F
938288162	450003399	18	F
938288163	450003399	18	F
938288164	450003399	19	F
938288165	450003399	20	F
938288166	450003399	19	F
938288167	450003399	19	F
938288168	450003399	19	F
938288169	450003399	27	F
938288170	450003399	18	F
938288171	450003399	19	F
938288172	450003399	18	F
938288173	450003399	21	F
938288174	450003399	23	F
938288175	450003399	18	F
938288176	450003399	18	F
938288177	450003399	21	F
938288178	450003399	21	F
938288179	450003399	19	F
938288180	450003399	19	F
938288181	450003399	23	F
938288182	450003399	23	F
938288183	450003399	18	F
938288184	450003399	19	F
938288185	450003399	19	F
938288186	450003399	19	F
938288187	450003399	24	F
938288188	450003399	19	F
938288189	450003399	18	F
938288190	450003399	18	F
938288191	450003399	50	F
938288192	450003399	19	F
938288193	450003399	19	F
938288194	450003399	19	F
938288195	450003399	19	F
938288196	450003399	19	F
938288197	450003399	23	F
938288198	450003399	24	F
938288199	450003399	19	F
938288200	450003399	22	F
938288201	450003399	19	F
938288202	450003399	21	F
938288203	450003399	19	F
938288204	450003399	20	F
938288205	450003399	19	F
938288206	450003399	29	F
938288207	450003399	19	F
938288208	450003399	18	F
938288209	450003399	18	F
938288210	450003399	19	F
938288211	450003399	18	F
938288212	450003399	22	F
938288213	450003399	20	F
938288214	450003399	21	F
938288215	450003399	22	F
938288216	450003399	19	F
938288217	450003399	18	F
938288218	450003399	19	F
938288219	450003399	19	F
938288220	450003399	24	F
938288221	450003399	19	F
938288222	450003399	22	F
938288223	450003399	19	F
938288224	450003399	19	F
938288225	450003399	18	F
938288226	450003399	24	F
938288227	450003399	19	F
938288228	450003399	23	F
938288229	450003399	19	F
938288230	450003399	19	F
938288231	450003399	19	F
938288232	450003399	18	F
938288233	450003399	21	F
938288234	450003399	27	F
938288235	450003399	20	F
938288236	450003399	24	F
938288237	450003399	23	F
938288238	450003399	18	F
938288239	450003399	19	F
938288240	450003399	18	F
938288241	450003399	20	F
938288242	450003399	18	F
938288243	450003399	18	F
938288244	450003399	19	F
938288245	450003399	21	F
938288246	450003399	18	F
938288247	450003399	19	F
938288248	450003399	19	F
938288249	450003399	21	F
938288250	450003399	19	F
938288251	450003399	20	F
938288252	450003399	23	F
938288253	450003399	20	F
938288254	450003399	18	F
938288255	450003399	22	F
938288256	450003399	18	F
938288257	450003399	21	F
938288258	450003399	19	F
938288259	450003399	20	F
938288260	450003399	19	F
938288261	450003399	19	F
938288262	450003399	19	F
938288263	450003399	23	F
938288264	450003399	18	F
938288265	450003399	18	F
938288266	450003399	19	F
938288267	450003399	19	F
938288268	450003399	23	F
938288269	450003399	19	F
938288270	450003399	18	F
938288271	450003399	19	F
938288272	450003399	19	F
938288273	450003399	19	F
938288274	450003399	18	F
938288275	450003399	19	F
938288276	450003399	23	F
938288277	450003399	19	F
938288278	450003399	21	F
938288279	450003399	19	F
938288280	450003399	18	F
938288281	450003399	18	F
938288282	450003399	22	F
938288283	450003399	23	F
938288284	450003399	18	F
938288285	450003399	19	F
938288286	450003399	24	F
938288287	450003399	18	F
938288288	450003399	19	F
938288289	450003399	19	F
938288290	450003399	19	F
938288291	450003399	22	F
938288292	450003399	24	F
938288293	450003399	22	F
938288294	450003399	19	F
938288295	450003399	22	F
938288296	450003399	19	F
938288297	450003399	19	F
938288298	450003399	19	F
938288299	450003399	18	F
938288300	450003399	21	F
938288301	450003399	19	F
938288302	450003399	20	F
938288303	450003399	21	F
938288304	450003399	19	F
938288305	450003399	24	F
938288306	450003399	19	F
938288307	450003399	21	F
938288308	450003399	19	F
938288309	450003399	19	F
938288310	450003399	30	F
938288311	450003399	20	F
938288312	450003399	21	F
938288313	450003399	18	F
938288314	450003399	23	F
938288315	450003399	21	F
938288316	450003399	19	F
938288317	450003399	19	F
938288318	450003399	25	F
938288319	450003399	23	F
938288320	450003399	20	F
938288321	450003399	24	F
938288322	450003399	18	F
938288323	450003399	19	F
938288324	450003399	20	F
938288325	450003399	18	F
938288326	450003399	21	F
938288327	450003399	20	F
938288328	450003399	23	F
938288329	450003399	34	F
938288330	450003399	18	F
938288331	450003399	19	F
938288332	450003399	19	F
938288333	450003399	20	F
938288334	450003399	19	F
938288335	450003399	22	F
938288336	450003399	19	F
938288337	450003399	20	F
938288338	450003399	22	F
938288339	450003399	19	F
938288340	450003399	18	F
938288341	450003399	19	F
938288342	450003399	20	F
938288343	450003399	23	F
938288344	450003399	18	F
938288345	450003399	18	F
938288346	450003399	18	F
938288347	450003399	19	F
938288348	450003399	23	F
938288349	450003399	19	F
938288350	450003399	19	F
938288351	450003399	22	F
938288352	450003399	19	F
938288353	450003399	18	F
938288354	450003399	24	F
938288355	450003399	19	F
938288356	450003399	21	F
938288357	450003399	19	F
938288358	450003399	19	F
938288359	450003399	18	F
938288360	450003399	19	F
938288361	450003399	21	F
938288362	450003399	18	F
938288363	450003399	19	F
938288364	450003399	19	F
938288365	450003399	19	F
938288366	450003399	24	F
938288367	450003399	18	F
938288368	450003399	23	F
938288369	450003399	19	F
938288370	450003399	21	F
938288371	450003399	18	F
938288372	450003399	20	F
938288373	450003399	21	F
938288374	450003399	21	F
938288375	450003399	21	F
938288376	450003399	21	F
938288377	450003399	19	F
938288378	450003399	19	F
938288379	450003399	19	F
938288380	450003399	21	F
938288381	450003399	27	F
938288382	450003399	19	F
938288383	450003399	18	F
938288384	450003399	21	F
938288385	450003399	20	F
938288386	450003399	18	F
938288387	450003399	21	F
938288388	450003399	19	F
938288389	450003399	20	F
938288390	450003399	19	F
938288391	450003399	21	F
938288392	450003399	24	F
938288393	450003399	19	F
938288394	450003399	19	F
938288395	450003399	19	F
938288396	450003399	24	F
938288397	450003399	21	F
938288398	450003399	22	F
938288399	450003399	21	F
938288400	450003399	22	F
938288401	450003399	20	F
938288402	450003399	24	F
938288403	450003399	24	F
938288404	450003399	19	F
938288405	450003399	19	F
938288406	450003399	19	F
938288407	450003399	21	F
938288408	450003399	18	F
938288409	450003399	21	F
938288410	450003399	19	F
938288411	450003399	24	F
938288412	450003399	19	F
938288413	450003399	19	F
938288414	450003399	24	F
938288415	450003399	22	F
938288416	450003399	23	F
938288417	450003399	19	F
938288418	450003399	19	F
938288419	450003399	22	F
938288420	450003399	21	F
938288421	450003399	19	F
938288422	450003399	23	F
938288423	450003399	20	F
938288424	450003399	18	F
938288425	450003399	18	F
938288426	450003399	22	F
938288427	450003399	19	F
938288428	450003399	18	F
938288429	450003399	18	F
938288430	450003399	18	F
938285175	450003399	17	M
938285176	450003399	17	M
938285177	450003399	17	M
938285178	450003399	19	M
938285179	450003399	20	M
938285180	450003399	19	M
938285181	450003399	19	M
938285182	450003399	19	M
938285183	450003399	23	M
938285184	450003399	19	M
938285185	450003399	22	M
938285186	450003399	20	M
938285187	450003399	18	M
938285188	450003399	18	M
938285189	450003399	19	M
938285190	450003399	21	M
938285191	450003399	19	M
938285192	450003399	18	M
938285193	450003399	19	M
938285194	450003399	19	M
938285195	450003399	18	M
938285196	450003399	23	M
938285197	450003399	22	M
938285198	450003399	24	M
938285199	450003399	18	M
938285200	450003399	19	M
938285201	450003399	18	M
938285202	450003399	19	M
938285203	450003399	18	M
938285204	450003399	18	M
938285205	450003399	19	M
938285206	450003399	20	M
938285207	450003399	19	M
938285208	450003399	19	M
938285209	450003399	21	M
938285210	450003399	19	M
938285211	450003399	19	M
938285212	450003399	19	M
938285213	450003399	19	M
938285214	450003399	23	M
938285215	450003399	18	M
938285216	450003399	19	M
938285217	450003399	18	M
938285218	450003399	18	M
938285219	450003399	19	M
938285220	450003399	23	M
938285221	450003399	23	M
938285222	450003399	20	M
938285223	450003399	19	M
938285224	450003399	24	M
938285225	450003399	18	M
938285226	450003399	20	M
938285227	450003399	19	M
938285228	450003399	19	M
938285229	450003399	19	M
938285230	450003399	18	M
938285231	450003399	23	M
938285232	450003399	19	M
938285233	450003399	19	M
938285234	450003399	19	M
938285235	450003399	23	M
938285236	450003399	20	M
938285237	450003399	19	M
938285238	450003399	23	M
938285239	450003399	20	M
938285240	450003399	24	M
938285241	450003399	20	M
938285242	450003399	23	M
938285243	450003399	18	M
938285244	450003399	19	M
938285245	450003399	20	M
938285246	450003399	21	M
938285247	450003399	23	M
938285248	450003399	23	M
938285249	450003399	18	M
938285250	450003399	19	M
938285251	450003399	18	M
938285252	450003399	19	M
938285253	450003399	19	M
938285254	450003399	24	M
938285255	450003399	19	M
938285256	450003399	34	M
938285257	450003399	27	M
938285258	450003399	19	M
938285259	450003399	20	M
938285260	450003399	19	M
938285261	450003399	19	M
938285262	450003399	20	M
938285263	450003399	18	M
938285264	450003399	20	M
938285265	450003399	20	M
938285266	450003399	24	M
938285267	450003399	23	M
938285268	450003399	21	M
938285269	450003399	18	M
938285270	450003399	21	M
938285271	450003399	21	M
938285272	450003399	23	M
938285273	450003399	21	M
938285274	450003399	20	M
938285275	450003399	19	M
938285276	450003399	23	M
938285277	450003399	23	M
938285278	450003399	23	M
938285279	450003399	24	M
938285280	450003399	19	M
938285281	450003399	22	M
938285282	450003399	24	M
938285283	450003399	18	M
938285284	450003399	20	M
938285285	450003399	18	M
938285286	450003399	19	M
938285287	450003399	20	M
938285288	450003399	18	M
938285289	450003399	19	M
938285290	450003399	19	M
938285291	450003399	19	M
938285292	450003399	21	M
938285293	450003399	18	M
938285294	450003399	19	M
938285295	450003399	18	M
938285296	450003399	24	M
938285297	450003399	18	M
938285298	450003399	20	M
938285299	450003399	19	M
938285300	450003399	20	M
938285301	450003399	18	M
938285302	450003399	24	M
938285303	450003399	19	M
938285304	450003399	21	M
938285305	450003399	21	M
938285306	450003399	20	M
938285307	450003399	22	M
938285308	450003399	19	M
938285309	450003399	22	M
938285310	450003399	31	M
938285311	450003399	20	M
938285312	450003399	19	M
938285313	450003399	18	M
938285314	450003399	22	M
938285315	450003399	19	M
938285316	450003399	20	M
938285317	450003399	24	M
938285318	450003399	19	M
938285319	450003399	21	M
938285320	450003399	22	M
938285321	450003399	19	M
938285322	450003399	19	M
938285323	450003399	20	M
938285324	450003399	19	M
938285325	450003399	18	M
938285326	450003399	26	M
938285327	450003399	25	M
938285328	450003399	21	M
938285329	450003399	19	M
938285330	450003399	21	M
938285331	450003399	21	M
938285332	450003399	20	M
938285333	450003399	19	M
938285334	450003399	20	M
938285335	450003399	22	M
938285336	450003399	21	M
938285337	450003399	23	M
938285338	450003399	19	M
938285339	450003399	19	M
938285340	450003399	19	M
938285341	450003399	23	M
938285342	450003399	19	M
938285343	450003399	19	M
938285344	450003399	18	M
938285345	450003399	19	M
938285346	450003399	25	M
938285347	450003399	19	M
938285348	450003399	18	M
938285349	450003399	18	M
938285350	450003399	18	M
938285351	450003399	19	M
938285352	450003399	21	M
938285353	450003399	24	M
938285354	450003399	19	M
938285355	450003399	23	M
938285356	450003399	19	M
938285357	450003399	28	M
938285358	450003399	19	M
938285359	450003399	19	M
938285360	450003399	20	M
938285361	450003399	19	M
938285362	450003399	19	M
938285363	450003399	19	M
938285364	450003399	21	M
938285365	450003399	18	M
938285366	450003399	28	M
938285367	450003399	23	M
938285368	450003399	19	M
938285369	450003399	20	M
938285370	450003399	23	M
938285371	450003399	19	M
938285372	450003399	18	M
938285373	450003399	19	M
938285374	450003399	46	M
938285375	450003399	24	M
938285376	450003399	21	M
938285377	450003399	21	M
938285378	450003399	19	M
938285379	450003399	22	M
938285380	450003399	24	M
938285381	450003399	23	M
938285382	450003399	18	M
938285383	450003399	18	M
938285384	450003399	23	M
938285385	450003399	22	M
938285386	450003399	20	M
938285387	450003399	19	M
938285388	450003399	18	M
938285389	450003399	19	M
938285390	450003399	19	M
938285391	450003399	18	M
938285392	450003399	22	M
938285393	450003399	18	M
938285394	450003399	22	M
938285395	450003399	18	M
938285396	450003399	24	M
938285397	450003399	19	M
938285398	450003399	18	M
938285399	450003399	33	M
938285400	450003399	19	M
938285401	450003399	23	M
938285402	450003399	25	M
938285403	450003399	18	M
938285404	450003399	23	M
938285405	450003399	18	M
938285406	450003399	19	M
938285407	450003399	20	M
938285408	450003399	22	M
938285409	450003399	21	M
938285410	450003399	19	M
938285411	450003399	19	M
938285412	450003399	19	M
938285413	450003399	21	M
938285414	450003399	18	M
938285415	450003399	28	M
938285416	450003399	19	M
938285417	450003399	24	M
938285418	450003399	19	M
938285419	450003399	19	M
938285420	450003399	19	M
938285421	450003399	19	M
938285422	450003399	18	M
938285423	450003399	27	M
938285424	450003399	19	M
938285425	450003399	19	M
938285426	450003399	19	M
938285427	450003399	19	M
938285428	450003399	22	M
938285429	450003399	21	M
938285430	450003399	23	M
938285431	450003399	22	M
938285432	450003399	19	M
938285433	450003399	18	M
938285434	450003399	22	M
938285435	450003399	19	M
938285436	450003399	19	M
938285437	450003399	18	M
938285438	450003399	19	M
938285439	450003399	21	M
938285440	450003399	23	M
938285441	450003399	19	M
938285442	450003399	21	M
938285443	450003399	18	M
938285444	450003399	22	M
938285445	450003399	21	M
938284219	450003400	23	M
938284885	450003400	19	F
938284884	450003400	19	F
938284883	450003400	29	F
938284882	450003400	19	F
938284881	450003400	21	F
938284880	450003400	20	F
938284879	450003400	19	F
938284878	450003400	19	F
938284877	450003400	19	F
938284876	450003400	18	F
938284875	450003400	22	F
938284874	450003400	23	F
938284873	450003400	18	F
938284872	450003400	18	F
938284871	450003400	20	F
938284870	450003400	19	F
938284869	450003400	19	F
938284868	450003400	18	F
938284867	450003400	22	F
938284866	450003400	19	F
938284865	450003400	18	F
938284864	450003400	18	F
938284863	450003400	18	F
938284862	450003400	18	F
938284861	450003400	20	F
938284860	450003400	20	F
938284859	450003400	20	F
938284858	450003400	20	F
938284857	450003400	19	F
938284856	450003400	19	F
938284855	450003400	22	F
938284854	450003400	19	F
938284853	450003400	18	F
938284852	450003400	19	F
938284851	450003400	20	F
938284850	450003400	24	F
938284849	450003400	24	F
938284848	450003400	26	F
938284847	450003400	18	F
938284846	450003400	19	F
938284845	450003400	19	F
938284844	450003400	18	F
938284843	450003400	23	F
938284842	450003400	21	F
938284841	450003400	19	F
938284840	450003400	19	F
938284839	450003400	22	F
938284838	450003400	19	F
938284837	450003400	19	F
938284836	450003400	23	F
938284835	450003400	21	F
938284834	450003400	21	F
938284833	450003400	24	F
938284832	450003400	18	F
938284831	450003400	18	F
938284830	450003400	18	F
938284829	450003400	19	F
938284828	450003400	18	F
938284827	450003400	19	F
938284826	450003400	19	F
938284825	450003400	20	F
938284824	450003400	21	F
938284823	450003400	22	F
938284822	450003400	19	F
938284821	450003400	20	F
938284820	450003400	19	F
938284819	450003400	21	F
938284818	450003400	18	F
938284817	450003400	18	F
938284816	450003400	19	F
938284815	450003400	18	F
938284814	450003400	21	F
938284813	450003400	18	F
938284812	450003400	23	F
938284811	450003400	19	F
938284810	450003400	19	F
938284809	450003400	18	F
938284808	450003400	18	F
938284807	450003400	18	F
938284806	450003400	19	F
938284805	450003400	20	F
938284804	450003400	20	F
938284803	450003400	20	F
938284802	450003400	19	F
938284801	450003400	19	F
938284800	450003400	19	F
938284799	450003400	19	F
938284798	450003400	24	F
938284797	450003400	18	F
938284796	450003400	19	F
938284795	450003400	24	F
938284794	450003400	32	F
938284793	450003400	22	F
938284792	450003400	23	F
938284791	450003400	19	F
938284790	450003400	33	F
938284789	450003400	19	F
938284788	450003400	18	F
938284787	450003400	18	F
938284786	450003400	18	F
938284785	450003400	21	F
938284784	450003400	20	F
938284783	450003400	20	F
938284782	450003400	18	F
938284781	450003400	21	F
938284780	450003400	18	F
938284779	450003400	19	F
938284778	450003400	19	F
938284777	450003400	19	F
938284776	450003400	25	F
938284775	450003400	18	F
938284774	450003400	18	F
938284773	450003400	19	F
938284772	450003400	21	F
938284771	450003400	19	F
938284770	450003400	18	F
938284769	450003400	19	F
938284768	450003400	18	F
938284767	450003400	19	F
938284766	450003400	19	F
938284765	450003400	18	F
938284764	450003400	22	F
938284763	450003400	23	F
938284762	450003400	18	F
938284761	450003400	19	F
938284760	450003400	19	F
938284759	450003400	19	F
938284758	450003400	24	F
938284757	450003400	19	F
938284756	450003400	19	F
938284755	450003400	19	F
938284754	450003400	19	F
938284753	450003400	19	F
938284752	450003400	18	F
938284751	450003400	18	F
938284750	450003400	19	F
938284749	450003400	20	F
938284748	450003400	18	F
938284747	450003400	19	F
938284746	450003400	20	F
938284745	450003400	19	F
938284744	450003400	19	F
938284743	450003400	18	F
938284742	450003400	24	F
938284741	450003400	19	F
938284740	450003400	19	F
938284739	450003400	20	F
938284738	450003400	19	F
938284737	450003400	18	F
938284736	450003400	18	F
938284735	450003400	29	F
938284734	450003400	19	F
938284733	450003400	19	F
938284732	450003400	21	F
938284731	450003400	21	F
938284730	450003400	19	F
938284729	450003400	22	F
938284728	450003400	49	F
938284727	450003400	19	F
938284726	450003400	19	F
938284725	450003400	18	F
938284724	450003400	19	F
938284723	450003400	19	F
938284722	450003400	23	F
938284721	450003400	19	F
938284720	450003400	19	F
938284719	450003400	21	F
938284718	450003400	19	F
938284717	450003400	24	F
938284716	450003400	21	F
938284715	450003400	19	F
938284714	450003400	21	F
938284713	450003400	18	F
938284712	450003400	23	F
938284711	450003400	20	F
938284710	450003400	21	F
938284709	450003400	20	F
938284708	450003400	18	F
938284707	450003400	21	F
938284706	450003400	19	F
938284705	450003400	18	F
938284704	450003400	18	F
938284703	450003400	18	F
938284702	450003400	19	F
938284701	450003400	20	F
938284700	450003400	21	F
938284699	450003400	20	F
938284698	450003400	23	F
938284697	450003400	28	F
938284696	450003400	19	F
938284695	450003400	19	F
938284694	450003400	19	F
938284693	450003400	22	F
938284692	450003400	22	F
938284691	450003400	22	F
938284690	450003400	24	F
938284689	450003400	19	F
938284688	450003400	19	F
938284687	450003400	18	F
938284686	450003400	31	F
938284685	450003400	20	F
938284684	450003400	19	F
938284683	450003400	18	F
938284682	450003400	19	F
938284681	450003400	19	F
938284680	450003400	19	F
938284679	450003400	18	F
938284678	450003400	19	F
938284677	450003400	19	F
938284676	450003400	23	F
938284675	450003400	20	F
938284674	450003400	18	F
938284673	450003400	19	F
938284672	450003400	20	F
938284671	450003400	19	F
938284670	450003400	33	F
938284669	450003400	19	F
938284668	450003400	21	F
938284667	450003400	21	F
938284666	450003400	19	F
938284665	450003400	20	F
938284664	450003400	18	F
938284663	450003400	19	F
938284662	450003400	20	F
938284661	450003400	23	F
938284660	450003400	18	F
938284659	450003400	20	F
938284658	450003400	23	F
938284657	450003400	19	F
938284656	450003400	20	F
938284655	450003400	19	F
938284654	450003400	19	F
938284653	450003400	21	F
938284652	450003400	19	F
938284651	450003400	19	F
938284650	450003400	19	F
938284649	450003400	18	F
938284648	450003400	20	F
938284647	450003400	19	F
938284646	450003400	19	F
938284645	450003400	20	F
938284644	450003400	22	F
938284643	450003400	22	F
938284642	450003400	22	F
938284641	450003400	24	F
938284640	450003400	19	F
938284639	450003400	24	F
938284638	450003400	18	F
938284637	450003400	18	F
938284636	450003400	18	F
938284635	450003400	19	F
938284634	450003400	22	F
938284633	450003400	21	F
938284632	450003400	19	F
938284631	450003400	24	F
938284630	450003400	22	F
938284629	450003400	24	F
938284628	450003400	19	F
938284627	450003400	19	F
938284626	450003400	21	F
938284625	450003400	21	F
938284624	450003400	18	F
938284623	450003400	18	F
938284622	450003400	18	F
938284621	450003400	18	F
938284620	450003400	19	F
938284619	450003400	21	F
938284618	450003400	24	F
938284617	450003400	29	F
938284616	450003400	22	F
938284615	450003400	19	F
938284614	450003400	23	F
938284613	450003400	22	F
938284612	450003400	21	F
938284611	450003400	19	F
938284610	450003400	19	F
938284609	450003400	27	F
938284608	450003400	19	F
938284607	450003400	19	F
938284606	450003400	18	F
938284605	450003400	19	F
938284604	450003400	18	F
938284603	450003400	20	F
938284602	450003400	19	F
938284601	450003400	23	F
938284600	450003400	19	F
938284599	450003400	22	F
938284598	450003400	20	F
938284595	450003400	16	F
938284594	450003400	17	F
938284405	450003400	20	M
938284404	450003400	18	M
938284403	450003400	20	M
938284402	450003400	19	M
938284401	450003400	22	M
938284400	450003400	20	M
938284399	450003400	19	M
938284398	450003400	20	M
938284397	450003400	21	M
938284396	450003400	21	M
938284395	450003400	21	M
938284394	450003400	22	M
